Character,Body,Tires,Glider,"Speed","Speed (Water)","Speed (Air)","Speed (Anti-Gravity)","Acceleration","Weight","Handling","Handling (Water)","Handling (Air)","Handling (Anti-Gravity)","Traction","Mini-Turbo","Invincibility"
Rosalina/King Boo/Link/Pauline,Pipe Frame,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.5,4,3.75,4,3.25,3.75,3.25,3.25,3.5,4,4.25,3.5
Rosalina/King Boo/Link/Pauline,Pipe Frame,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4.25,4,3.75,4,3.5,3.75,3.5,3.25,3.25,3.75,4.25,3.5
Rosalina/King Boo/Link/Pauline,Pipe Frame,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4,4.5,4.25,3.5,3.75,3.5,3.75,3.25,3,3.5,4,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4.25,4.25,3.75,3.75,3.75,3.75,3.5,3,3.25,3.75,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,3.75,4.25,3.5,3.25,4,3.5,3.5,3.5,3,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,3.75,4.25,3.5,3.5,4,3.75,3.5,3.25,2.75,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,4,4,3.25,3.5,4,3.5,3.25,3.5,3,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,4,4.25,3.25,3.75,4,3.75,3.25,3.25,2.75,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,3.5,3.75,3.5,3.75,3,2.75,2.75,2.75,4.5,4,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,3.5,3.75,3.5,4,3,3,2.75,2.5,4.25,4,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,3.75,3.5,3.25,4,3,2.75,2.5,2.75,4.5,3.75,4.25
Rosalina/King Boo/Link/Pauline,Pipe Frame,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,3.75,3.75,3.25,4.25,3,3,2.5,2.5,4.25,3.75,4.25
Rosalina/King Boo/Link/Pauline,Pipe Frame,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,3.5,3.75,3.5,3.75,3,2.75,2.75,2.75,4.5,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,3.5,3.75,3.5,4,3,3,2.75,2.5,4.25,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,3.75,3.5,3.25,4,3,2.75,2.5,2.75,4.5,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,3.75,3.75,3.25,4.25,3,3,2.5,2.5,4.25,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,3.5,3.75,3.75,3.5,3.25,2.75,3,3.25,4.25,4,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,3.5,3.75,3.75,3.75,3.25,3,3,3,4,4,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,3.75,3.5,3.5,3.75,3.25,2.75,2.75,3.25,4.25,3.75,4.25
Rosalina/King Boo/Link/Pauline,Pipe Frame,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,3.75,3.75,3.5,4,3.25,3,2.75,3,4,3.75,4.25
Rosalina/King Boo/Link/Pauline,Pipe Frame,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,3.5,3.75,3.75,3.5,3.25,2.75,3,3.25,4.25,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,3.5,3.75,3.75,3.75,3.25,3,3,3,4,4,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,3.75,3.5,3.5,3.75,3.25,2.75,2.75,3.25,4.25,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,3.75,3.75,3.5,4,3.25,3,2.75,3,4,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,3.75,3.5,3,3.75,3.5,3,2.5,3,3.25,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,3.75,3.5,3,4,3.5,3.25,2.5,2.75,3,3.75,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Metal,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4,3.25,2.75,4,3.5,3,2.25,3,3.25,3.5,4.25
Rosalina/King Boo/Link/Pauline,Pipe Frame,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4,3.5,2.75,4.25,3.5,3.25,2.25,2.75,3,3.5,4.25
Rosalina/King Boo/Link/Pauline,Pipe Frame,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,3.75,3.5,3,3.75,3.5,3,2.5,3,3.25,3.75,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,3.75,3.5,3,4,3.5,3.25,2.5,2.75,3,3.75,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4,3.25,2.75,4,3.5,3,2.25,3,3.25,3.5,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4,3.5,2.75,4.25,3.5,3.25,2.25,2.75,3,3.5,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,3.75,3.25,4.25,3.25,3.5,3.5,2.5,2.75,3.25,2.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,3.5,3.25,4.25,3.25,3.75,3.5,2.75,2.75,3,2.5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,4.5,3.75,3.5,4,3,3.75,3.5,2.5,2.5,3.25,2.75,3.5,4
Rosalina/King Boo/Link/Pauline,Pipe Frame,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,3.5,3.5,4.25,3,4,3.5,2.75,2.5,3,2.5,3.5,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.25,4.5,4,3.25,4.5,2.75,4,3.5,3.5,3.75,3.75,4.75,2.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.25,4.25,4,3.25,4.5,3,4,3.75,3.5,3.5,3.5,4.75,2.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,3.5,4.5,4.25,3,4.25,3,4,3.5,3.25,3.75,3.75,4.5,2.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.5,4.25,4.25,3.25,4.25,3.25,4,3.75,3.25,3.5,3.5,4.5,2.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4.25,3.75,3.75,4.25,2.75,3.75,3.25,3,3.75,3.5,4.5,3
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,4,3.75,3.75,4.25,3,3.75,3.5,3,3.5,3.25,4.5,3
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,3.75,4.25,4,3.5,4,3,3.75,3.25,2.75,3.75,3.5,4.25,3.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,4,4,3.75,4,3.25,3.75,3.5,2.75,3.5,3.25,4.25,3.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4,4.25,3.5,4,3,3.5,2.75,3.25,3.25,4.25,4.5,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,3.75,4.25,3.5,4,3.25,3.5,3,3.25,3,4,4.5,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Cushion,Super Glider/Waddle Wing/Hylian Kite,3.75,4,4.5,3.25,3.75,3.25,3.5,2.75,3,3.25,4.25,4.25,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,3.75,4.5,3.5,3.75,3.5,3.5,3,3,3,4,4.25,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4,4.25,3.5,4,3,3.5,2.75,3.25,3.25,4.25,4.5,3.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,3.75,4.25,3.5,4,3.25,3.5,3,3.25,3,4,4.5,3.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Sponge,Super Glider/Waddle Wing/Hylian Kite,3.75,4,4.5,3.25,3.75,3.25,3.5,2.75,3,3.25,4.25,4.25,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,3.75,4.5,3.5,3.75,3.5,3.5,3,3,3,4,4.25,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.5,4,3.75,4,3.25,3.75,3.25,3.25,3.5,4,4.25,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4.25,4,3.75,4,3.5,3.75,3.5,3.25,3.25,3.75,4.25,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4,4.5,4.25,3.5,3.75,3.5,3.75,3.25,3,3.5,4,4,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4.25,4.25,3.75,3.75,3.75,3.75,3.5,3,3.25,3.75,4,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.5,4,3.75,4,3.25,3.75,3.25,3.25,3.5,4,4.25,3.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4.25,4,3.75,4,3.5,3.75,3.5,3.25,3.25,3.75,4.25,3.25
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4,4.5,4.25,3.5,3.75,3.5,3.75,3.25,3,3.5,4,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4.25,4.25,3.75,3.75,3.75,3.75,3.5,3,3.25,3.75,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,3.75,4.25,3.5,3.25,4,3.5,3.5,3.5,3,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,3.75,4.25,3.5,3.5,4,3.75,3.5,3.25,2.75,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,4,4,3.25,3.5,4,3.5,3.25,3.5,3,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,4,4.25,3.25,3.75,4,3.75,3.25,3.25,2.75,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,3.5,3.75,3.5,3.75,3,2.75,2.75,2.75,4.5,4,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,3.5,3.75,3.5,4,3,3,2.75,2.5,4.25,4,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,3.75,3.5,3.25,4,3,2.75,2.5,2.75,4.5,3.75,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,3.75,3.75,3.25,4.25,3,3,2.5,2.5,4.25,3.75,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.25,3.5,3.75,3.5,3.75,3,2.75,2.75,2.75,4.5,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4,3.5,3.75,3.5,4,3,3,2.75,2.5,4.25,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.25,3.75,3.5,3.25,4,3,2.75,2.5,2.75,4.5,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4,3.75,3.75,3.25,4.25,3,3,2.5,2.5,4.25,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,3.5,3.75,3.75,3.5,3.25,2.75,3,3.25,4.25,4,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,3.5,3.75,3.75,3.75,3.25,3,3,3,4,4,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,3.75,3.5,3.5,3.75,3.25,2.75,2.75,3.25,4.25,3.75,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,3.75,3.75,3.5,4,3.25,3,2.75,3,4,3.75,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4.75,3.5,3.75,3.75,3.5,3.25,2.75,3,3.25,4.25,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,4.5,3.5,3.75,3.75,3.75,3.25,3,3,3,4,4,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,4.25,4.75,3.75,3.5,3.5,3.75,3.25,2.75,2.75,3.25,4.25,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,4.5,3.75,3.75,3.5,4,3.25,3,2.75,3,4,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,3.75,3.5,3,3.75,3.5,3,2.5,3,3.25,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,3.75,3.5,3,4,3.5,3.25,2.5,2.75,3,3.75,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Metal,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4,3.25,2.75,4,3.5,3,2.25,3,3.25,3.5,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4,3.5,2.75,4.25,3.5,3.25,2.25,2.75,3,3.5,4
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,4.5,3.75,3.5,3,3.75,3.5,3,2.5,3,3.25,3.75,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,4.25,3.75,3.5,3,4,3.5,3.25,2.5,2.75,3,3.75,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,4.5,4.5,4,3.25,2.75,4,3.5,3,2.25,3,3.25,3.5,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,4.25,4,3.5,2.75,4.25,3.5,3.25,2.25,2.75,3,3.5,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,4.25,3.75,3.25,4.25,3.25,3.5,3.5,2.5,2.75,3.25,2.75,3.75,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4.25,3.5,3.25,4.25,3.25,3.75,3.5,2.75,2.75,3,2.5,3.75,3.5
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,4.5,3.75,3.5,4,3,3.75,3.5,2.5,2.5,3.25,2.75,3.5,3.75
Rosalina/King Boo/Link/Pauline,Varmint/City Tripper,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.5,3.5,3.5,4.25,3,4,3.5,2.75,2.5,3,2.5,3.5,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.25,4.25,4.75,3.75,4.25,3,3.75,3,4,3.5,3.5,4.75,2.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.25,4,4.75,3.75,4.25,3.25,3.75,3.25,4,3.25,3.25,4.75,2.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,3.5,4.25,5,3.5,4,3.25,3.75,3,3.75,3.5,3.5,4.5,2.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.5,4,5,3.75,4,3.5,3.75,3.25,3.75,3.25,3.25,4.5,2.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,4,4.5,4.25,4,3,3.5,2.75,3.5,3.5,3.25,4.5,3.25
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,3.75,4.5,4.25,4,3.25,3.5,3,3.5,3.25,3,4.5,3.25
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,3.75,4,4.75,4,3.75,3.25,3.5,2.75,3.25,3.5,3.25,4.25,3.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,3.75,4.75,4.25,3.75,3.5,3.5,3,3.25,3.25,3,4.25,3.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,3.75,5,4,3.75,3.25,3.25,2.25,3.75,3,4,4.5,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,3.5,5,4,3.75,3.5,3.25,2.5,3.75,2.75,3.75,4.5,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Cushion,Super Glider/Waddle Wing/Hylian Kite,3.75,3.75,5.25,3.75,3.5,3.5,3.25,2.25,3.5,3,4,4.25,4.25
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,3.5,5.25,4,3.5,3.75,3.25,2.5,3.5,2.75,3.75,4.25,4.25
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.5,3.75,5,4,3.75,3.25,3.25,2.25,3.75,3,4,4.5,3.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.5,3.5,5,4,3.75,3.5,3.25,2.5,3.75,2.75,3.75,4.5,3.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Sponge,Super Glider/Waddle Wing/Hylian Kite,3.75,3.75,5.25,3.75,3.5,3.5,3.25,2.25,3.5,3,4,4.25,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.75,3.5,5.25,4,3.5,3.75,3.25,2.5,3.5,2.75,3.75,4.25,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.75,4.25,3.75,3.5,3.5,2.75,3.75,3.25,3.75,4.25,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.75,4.25,3.75,3.75,3.5,3,3.75,3,3.5,4.25,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,4,4.25,5,4,3.5,3.75,3.5,2.75,3.5,3.25,3.75,4,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,5,4.25,3.5,4,3.5,3,3.5,3,3.5,4,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,3.75,4.25,4.75,4.25,3.75,3.5,3.5,2.75,3.75,3.25,3.75,4.25,3.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3.75,4,4.75,4.25,3.75,3.75,3.5,3,3.75,3,3.5,4.25,3.5
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,4,4.25,5,4,3.5,3.75,3.5,2.75,3.5,3.25,3.75,4,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,4,4,5,4.25,3.5,4,3.5,3,3.5,3,3.5,4,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4,4.5,4.75,3.25,3.5,3.75,3,4,3.25,2.75,4,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,3.75,4.5,4.75,3.25,3.75,3.75,3.25,4,3,2.5,4,3.75
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,4.25,4,4.75,4.5,3,3.75,3.75,3,3.75,3.25,2.75,3.75,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,3.75,4.75,4.75,3,4,3.75,3.25,3.75,3,2.5,3.75,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,4,4,4.25,4.25,3.25,4,2.75,2.25,3.25,2.5,4.25,4,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,4,3.75,4.25,4.25,3.25,4.25,2.75,2.5,3.25,2.25,4,4,4
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,4.25,4,4.5,4,3,4.25,2.75,2.25,3,2.5,4.25,3.75,4.25
Rosalina/King Boo/Link/Pauline,Cat Cruiser/Comet,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,4.25,3.75,4.5,4.25,3,4.5,2.75,2.5,3,2.25,4,3.75,4.25
